Title,Category,Sub-Category,Skills,Rating,Number of viewers,Site,Level,Price
Diseño del Programa para Niños vinculados a fuerzas y grupos armados,,,,,,Future Learn,,
Inclusive Mobility for an Ageing Population,,,,,,Future Learn,,
Cultural Diversity and the City,,,,,,Future Learn,,
Migration and Cities,,,,,,Future Learn,,
Practical Skills for Teaching Inclusive History: CARGO Classroom,,,,,,Future Learn,,
"Religion, Radicalisation, Resilience",,,,,,Future Learn,,
Programme Design for Children Associated with Armed Forces and Armed Groups (CAAFAG),,,,,,Future Learn,,
Cultures and Identities in Europe,,,,,,Future Learn,,
Introduction to Political Systems and Power in the UK and USA,,,,,,Future Learn,,
Object-Based Learning (OBL) in the Cultural Heritage Sector of Aotearoa New Zealand,,,,,,Future Learn,,
"People, Power, and Politics: Influencing Political Decision-Makers on Human Rights",,,,,,Future Learn,,
Understanding Politics,,,,,,Future Learn,,
"Drugs, Peace, and Development: Rethinking Policy",,,,,,Future Learn,,
Why Do People Migrate? Theories,,,,,,Future Learn,,
Logic: The Language of Truth,,,,,,Future Learn,,
Understanding and Solving Poverty and Inequality,,,,,,Future Learn,,
Communicative Planning for Urban Mobility,,,,,,Future Learn,,
Creating Meaningful and Inclusive Museum Practices,,,,,,Future Learn,,
"Working Supportively With Refugees: Principles, Skills and Perspectives",,,,,,Future Learn,,
Exploring Intersectionality and What Makes You Unique with Kiddy Smile,,,,,,Future Learn,,
The Politics of Economics and the Economics of Politicians,,,,,,Future Learn,,
Teaching Black British History: A Teacher Training Guide,,,,,,Future Learn,,
"Migration, Mobilities and Citizenship",,,,,,Future Learn,,
Understanding Gender Inequality,,,,,,Future Learn,,
Next Generation Biosecurity: Responding to 21st Century Biorisks,,,,,,Future Learn,,
"Why Religion Matters: Religious Literacy, Culture and Diversity",,,,,,Future Learn,,
Global Ethics: An Introduction,,,,,,Future Learn,,
The European Union: Crisis and Recovery,,,,,,Future Learn,,
Population 10 Billion: Researching Global Issues,,,,,,Future Learn,,
Gender Representation in the Media,,,,,,Future Learn,,
Challenging Wealth and Income Inequality,,,,,,Future Learn,,
Learning Online: Managing Your Online Identity,,,,,,Future Learn,,
Kickstart Your Endurance Training,,,,,,Future Learn,,
Measure Your Endurance Training,,,,,,Future Learn,,
Sustaining Your Endurance Training,,,,,,Future Learn,,
Social and Emotional Development: Supporting Teenage Wellbeing,,,,,,Future Learn,,
Building Self-Awareness and Reflection with Your Family for Career Success,,,,,,Future Learn,,
Pupillometry: The Eye as a Window Into the Mind,,,,,,Future Learn,,
Mindful Wellbeing for Teachers with Stress and Anxiety,,,,,,Future Learn,,
Core Managers; Inclusive Workplaces (Creating a Psychological Contract),,,,,,Future Learn,,
Infants & Toddlers care and education in an Aotearoa New Zealand context,,,,,,Future Learn,,
Batteries for the Energy Transition: Exploring the Sustainable Value Chain,,,,,,Future Learn,,
Mysteries Of The Universe,,,,,,Future Learn,,
Urban Stormwater Management in a Changing Climate,,,,,,Future Learn,,
Applications of Calculus,,,,,,Future Learn,,
STEM Teaching: Teaching Science Beyond The Boundaries,,,,,,Future Learn,,
Teaching Mathematics: Demystifying Statistics and Probability,,,,,,Future Learn,,
Discovering Science: Science Writing,,,,,,Future Learn,,
Introduction to Generating Functions for A-Level Maths Students,,,,,,Future Learn,,
Getting Started with Teaching Data Science in Schools,,,,,,Future Learn,,
Laser Powder Bed Fusion: Optimising LPBF Parameters,,,,,,Future Learn,,
Makerspaces for Creative Learning,,,,,,Future Learn,,
Introduction to Mathematical Methods for University-Level Science,,,,,,Future Learn,,
Flexagons Galore: Advanced Flexagon Fun,,,,,,Future Learn,,
"Advanced Precalculus: Geometry, Trigonometry and Exponentials",,,,,,Future Learn,,
Combinatorics: Strategies and Methods for Counting,,,,,,Future Learn,,
Image Analysis Methods for Biologists,,,,,,Future Learn,,
"Precalculus: the Mathematics of Numbers, Functions and Equations",,,,,,Future Learn,,
Flexagons and the Math Behind Twisted Paper,,,,,,Future Learn,,
"Maths Puzzles: Cryptarithms, Symbologies and Secret Codes",,,,,,Future Learn,,
"An Introduction to Recreational Math: Fun, Games, and Puzzles",,,,,,Future Learn,,
Critical Thinking at University: An Introduction,,,,,,Future Learn,,
Learning Online: Researching Your Project,,,,,,Future Learn,,
Learning Online: Studying and Reflecting,,,,,,Future Learn,,
Listening Skills to Succeed at University,,,,,,Future Learn,,
Preparing to Learn Online at University,,,,,,Future Learn,,
Skills to Succeed at University,,,,,,Future Learn,,
Next Steps to University: From Choosing A Course to Your First Assessment,,,,,,Future Learn,,
Study UK: Preparing for work,,,,,,Future Learn,,
Introduction to the Learning Through Play Experience Tool,,,,,,Future Learn,,
Academic Research Methodology for Master’s Students,,,,,,Future Learn,,
Geographic Information Systems (GIS) in the Built Environment,,,,,,Future Learn,,
Research Impact (ResPACT): Pathway to impactful projects,,,,,,Future Learn,,
Diverse Routes into Higher Education,,,,,,Future Learn,,
How to Use Data in Assessment for Learning,,,,,,Future Learn,,
A Parent and Supporter’s Guide to University Entry,,,,,,Future Learn,,
Your Essential Guide to University Life,,,,,,Future Learn,,
Skills for Higher Learning: Introduction to Academic Reading and Writing,,,,,,Future Learn,,
Supporting You with Your University Interview,,,,,,Future Learn,,
Discovering Your PhD Potential: Writing a Research Proposal,,,,,,Future Learn,,
Digital Skills Awareness for Starting Higher Education,,,,,,Future Learn,,
University Preparation Course: Getting Ready for Success at University,,,,,,Future Learn,,
Improving Your Study Techniques,,,,,,Future Learn,,
Introduction to Phenomenology and its Application in Qualitative Research,,,,,,Future Learn,,
Returning to Education as a Mature Student,,,,,,Future Learn,,
Preparing for PTE Academic,,,,,,Future Learn,,
How to Succeed in Your EPQ: the Nuts and Bolts of Completing Your Project,,,,,,Future Learn,,
How to Succeed in Your Welsh Bacc: the Individual Project Essentials,,,,,,Future Learn,,
Developing Your Research Project,,,,,,Future Learn,,
Introduction to Digital Education,,,,,,Future Learn,,
Inside Digital Higher Education: Self-Assessment Guide for Educators,,,,,,Future Learn,,
How to Develop a Personal Teaching Philosophy in Higher Education,,,,,,Future Learn,,
Guided Case Study of an English Language Learner,,,,,,Future Learn,,
Motivating Gen Z Learners: What Parents and Teachers Need to Know,,,,,,Future Learn,,
Inclusive Learning with Microsoft Accessibility Tools,,,,,,Future Learn,,
Manage and Create Documents in Microsoft 365,,,,,,Future Learn,,
Introduction to HyFlex Learning and Teaching,,,,,,Future Learn,,
How to Create an Effective Online Learning Environment,,,,,,Future Learn,,
How to Facilitate a Learner Centred Online Learning Environment,,,,,,Future Learn,,
Know Your Learners: Visualising Learning in Education,,,,,,Future Learn,,
Aprendizaje a través del Juego con los LEGO® Braille Bricks,,,,,,Future Learn,,
Adult Education Essentials: Assessment for Learning Principles and Practices,,,,,,Future Learn,,
Adult Education Essentials: Student-Centred Course Design,,,,,,Future Learn,,
Adult Education Essentials: Student-Centred Delivery for Adult Learners,,,,,,Future Learn,,
Instructional Design: Course Development,,,,,,Future Learn,,
Instructional Design: Course Planning and Pedagogy,,,,,,Future Learn,,
Instructional Design: Educational Media,,,,,,Future Learn,,
Instructional Design: Facilitation Skills,,,,,,Future Learn,,
Understanding Inclusive Education: Children’s Individuality,,,,,,Future Learn,,
Understanding Inclusive Education: Current Approaches,,,,,,Future Learn,,
Understanding Inclusive Education: The Evolving Landscapes,,,,,,Future Learn,,
Decolonising Education: From Theory to Practice,,,,,,Future Learn,,
Post Graduate Program in Cloud Computing,,,,,,Simplilearn,,
Gain Your Data Analytics Certificate With Purdue And IBM,,,,,,Simplilearn,,
Advanced Digital Transformation Course with Purdue,,,,,,Simplilearn,,
Professional Certificate Program in Ethical Hacking and Penetration Testing,,,,,,Simplilearn,,
Build a Rewarding Career with a Blockchain Developer Course,,,,,,Simplilearn,,
Post Graduate Program in DevOps,,,,,,Simplilearn,,
Ranked No.1 Data Science Program by Economic Times,,,,,,Simplilearn,,
Post Graduate Program in Business Analysis,,,,,,Simplilearn,,
Post Graduate Program in Digital Marketing,,,,,,Simplilearn,,
Post Graduate Program in Full Stack Web Development,,,,,,Simplilearn,,
Post Graduate Program in AI and Machine Learning,,,,,,Simplilearn,,
Build a Rewarding Career with a Digital Supply Management Course,,,,,,Simplilearn,,
Professional Certification in Product Management,,,,,,Simplilearn,,
IMT Ghaziabad Digital Marketing Program,,,,,,Simplilearn,,
AI & Machine Learning Bootcamp,,,,,,Simplilearn,,
Ranked #1 Artificial Intelligence Course by Career Karma,,,,,,Simplilearn,,
Elevate Your Career With Business Analytics Certification,,,,,,Simplilearn,,
Caltech Post Graduate Program in Data Science,,,,,,Simplilearn,,
Business Analytics Bootcamp,,,,,,Simplilearn,,
Boost Your Career With Project Management Certification,,,,,,Simplilearn,,
Post Graduate Program in Lean Six Sigma,,,,,,Simplilearn,,
Boost Your Career With A Data Engineering Certificate Program,,,,,,Simplilearn,,
Post Graduate Program in Cyber Security,,,,,,Simplilearn,,
Build a Rewarding Career With Business Analytics Program,,,,,,Simplilearn,,
Advanced Executive Program in Cybersecurity,,,,,,Simplilearn,,
Master Of Business Administration (MBA),,,,,,Simplilearn,,
AI for Decision Making: Business Strategies and Applications,,,,,,Simplilearn,,
Caltech Cloud Computing Bootcamp,,,,,,Simplilearn,,
Advanced Certification in UI UX Design,,,,,,Simplilearn,,
Caltech Coding Bootcamp,,,,,,Simplilearn,,
HR Analytics: Unlocking Human Capital,,,,,,Simplilearn,,
Executive Certificate Program in General Management,,,,,,Simplilearn,,
UI UX Bootcamp,,,,,,Simplilearn,,
MS in Artificial Intelligence,,,,,,Simplilearn,,
Professional Certificate Course in Data Analytics,,,,,,Simplilearn,,
Professional Certificate in Brand Strategy,,,,,,Simplilearn,,
Caltech - UI UX Bootcamp,,,,,,Simplilearn,,
Executive Leadership Principles Program,,,,,,Simplilearn,,
Best Data Science Course in India,,,,,,Simplilearn,,
Caltech Cybersecurity Bootcamp,,,,,,Simplilearn,,
Purdue Digital Marketing Bootcamp,,,,,,Simplilearn,,
Master in Management,,,,,,Simplilearn,,
Data Science for Business Decisions,,,,,,Simplilearn,,
Master in Engineering Management,,,,,,Simplilearn,,
Data Science Bootcamp,,,,,,Simplilearn,,
UMass Amherst Digital Marketing Bootcamp,,,,,,Simplilearn,,
Product Management Bootcamp,,,,,,Simplilearn,,
Professional Certificate Course in Data Engineering,,,,,,Simplilearn,,
Professional Certificate Course in AI and Machine Learning,,,,,,Simplilearn,,
Online MBA course: University of New Haven,,,,,,Simplilearn,,
Data Analytics Bootcamp,,,,,,Simplilearn,,
Data Scientist,,,,,,Simplilearn,,1099.0
Data Analyst,,,,,,Simplilearn,,1099.0
Digital Project Manager,,,,,,Simplilearn,,1949.0
AWS Cloud Architect,,,,,,Simplilearn,,855.0
PMP® Plus,,,,,,Simplilearn,,1199.0
Business Analyst,,,,,,Simplilearn,,1497.0
Cloud Architect,,,,,,Simplilearn,,1249.0
PMP® Renewal Pack Bundle: Earn 60 PDUs,,,,,,Simplilearn,,534.0
Artificial Intelligence Engineer,,,,,,Simplilearn,,1069.0
DevOps Engineer,,,,,,Simplilearn,,1069.0
Azure Cloud Architect,,,,,,Simplilearn,,962.0
Big Data Engineer,,,,,,Simplilearn,,1069.0
Lean Six Sigma Expert,,,,,,Simplilearn,,694.0
Azure DevOps Solutions Expert,,,,,,Simplilearn,,1604.0
Cyber Security Expert,,,,,,Simplilearn,,1390.0
Digital Marketing Specialist,,,,,,Simplilearn,,1049.0
Full Stack Developer - MEAN Stack,,,,,,Simplilearn,,1069.0
ITIL 4 Managing Professional,,,,,,Simplilearn,,4600.0
UI/UX Design Expert,,,,,,Simplilearn,,1400.0
Automation Test Engineer,,,,,,Simplilearn,,1099.0
PMP® Certification Training Course,,,,,,Simplilearn,,799.0
SQL Certification Training Course,,,,,,Simplilearn,,534.0
Tableau Certification Training Course,,,,,,Simplilearn,,855.0
Data Science with R Certification Course,,,,,,Simplilearn,,748.0
ASM Certification Training Course,,,,,,Simplilearn,,949.0
Data Science with Python Course,,,,,,Simplilearn,,699.0
Green Belt Certification Training Course,,,,,,Simplilearn,,199.0
Big Data Hadoop Certification Training Course,,,,,,Simplilearn,,748.0
AWS Developer Associate Certification Training,,,,,,Simplilearn,,427.0
Certified ScrumMaster® (CSM) Certification Training Course,,,,,,Simplilearn,,
Deep Learning Course (with Keras & TensorFlow) Certification Training,,,,,,Simplilearn,,855.0
Power BI Certification Training Course,,,,,,Simplilearn,,748.0
CCBA® Certification Training,,,,,,Simplilearn,,
CBAP® Certification Training Course,,,,,,Simplilearn,,159.0
AWS Solutions Architect Certification Training Course,,,,,,Simplilearn,,249.0
PRINCE2® Foundation and Practitioner Certification Training,,,,,,Simplilearn,,1079.0
PMI-ACP® Certification Training Course,,,,,,Simplilearn,,
AWS SysOps Associate Certification Training,,,,,,Simplilearn,,1284.0
ITIL® 4 Foundation Certification Training Course,,,,,,Simplilearn,,695.0
Lean Management Certification Training Course,,,,,,Simplilearn,,
Advanced Mobile Marketing Certification Training,,,,,,Simplilearn,,
CI/CD Pipelines with Jenkins Certification Training Course,,,,,,Simplilearn,,748.0
Java Certification Training Course,,,,,,Simplilearn,,320.0
CISSP Certification Training Course,,,,,,Simplilearn,,427.0
PMI-PgMP® Certification Training,,,,,,Simplilearn,,149.0
CEH v12 - Certified Ethical Hacking Course,,,,,,Simplilearn,,1069.0
Advanced Website Conversion Rate Optimization Certification Training,,,,,,Simplilearn,,
Advanced Pay Per Click (PPC) Certification Training,,,,,,Simplilearn,,
AWS Data Analytics Certification Training Course,,,,,,Simplilearn,,
TOGAF® 9 Combined Level 1 and Level 2 Training Course,,,,,,Simplilearn,,1299.0
Python Certification Course,,,,,,Simplilearn,,534.0
CAPM® Certification Training Course,,,,,,Simplilearn,,
Microsoft Certified Azure Administrator Associate AZ-104 Training Course,,,,,,Simplilearn,,534.0
CISA Certification Training Course,,,,,,Simplilearn,,2799.0
Apache Spark and Scala Certification Training,,,,,,Simplilearn,,
Introduction to Robotic Process Automation Course,,,,,,Simplilearn,,
Certified Scrum Product Owner (CSPO) Certification Training,,,,,,Simplilearn,,
COBIT® 2019 Certification Training,,,,,,Simplilearn,,748.0
CCSP Certification,,,,,,Simplilearn,,990.0
Salesforce Certification - Administrator & App Builder Course,,,,,,Simplilearn,,349.0
Introduction to Business Analysis,,,,,,Simplilearn,,320.0
Angular Certification Training Course,,,,,,Simplilearn,,320.0
Salesforce Administrator Certification Training Course,,,,,,Simplilearn,,129.0
Node.js Certification Training,,,,,,Simplilearn,,
Salesforce Platform App Builder Certification Training,,,,,,Simplilearn,,129.0
Search Engine Optimization (SEO) Training Course,,,,,,Simplilearn,,427.0
Advanced Social Media Certification Training Course,,,,,,Simplilearn,,
CISM Certification Training,,,,,,Simplilearn,,855.0
PRINCE2 Agile Certification Training,,,,,,Simplilearn,,1125.0
Leading SAFe® 6 Training with SAFe Agilist Certification,,,,,,Simplilearn,,
CompTIA Security+ (Plus) Certification - SY0-601 Exam Training,,,,,,Simplilearn,,1069.0
